time,day,area,year,air_temp
18,318,khulna,1992,304.0468863
21,318,khulna,1992,300.6470379
0,319,khulna,1992,298.2430058
3,319,khulna,1992,294.8431755
6,319,khulna,1992,291.9190514
9,319,khulna,1992,295.4159055
12,319,khulna,1992,302.833986
15,319,khulna,1992,306.3309486
18,319,khulna,1992,303.858275
21,319,khulna,1992,300.3613574
0,320,khulna,1992,297.8886876
3,320,khulna,1992,294.3917886
6,320,khulna,1992,292.0390264
9,320,khulna,1992,295.6280945
12,320,khulna,1992,303.2417941
15,320,khulna,1992,306.8309736
18,320,khulna,1992,304.2930941
21,320,khulna,1992,300.7039608
0,321,khulna,1992,298.1660853
3,321,khulna,1992,294.5769711
6,321,khulna,1992,290.9789659
9,321,khulna,1992,294.791289
12,321,khulna,1992,302.8785926
15,321,khulna,1992,306.6910341
18,321,khulna,1992,303.995288
21,321,khulna,1992,300.1828955
0,322,khulna,1992,297.4871535
3,322,khulna,1992,293.6747813
6,322,khulna,1992,292.0691166
9,322,khulna,1992,295.3257288
12,322,khulna,1992,302.2341702
15,322,khulna,1992,305.4908834
18,322,khulna,1992,303.1880881
21,322,khulna,1992,299.9314168
0,323,khulna,1992,297.6286251
3,323,khulna,1992,294.3719711
6,323,khulna,1992,292.5691917
9,323,khulna,1992,295.5491616
12,323,khulna,1992,301.8707459
15,323,khulna,1992,304.8508083
18,323,khulna,1992,302.7436306
21,323,khulna,1992,299.7636064
0,324,khulna,1992,297.6564319
3,324,khulna,1992,294.6764236
6,324,khulna,1992,292.2091522
9,324,khulna,1992,295.3347233
12,324,khulna,1992,301.9651797
15,324,khulna,1992,305.0908478
18,324,khulna,1992,302.8807135
21,324,khulna,1992,299.7550855
0,325,khulna,1992,297.5449546
3,325,khulna,1992,294.4193433
6,325,khulna,1992,292.7992252
9,325,khulna,1992,295.6554342
12,325,khulna,1992,301.7144771
15,325,khulna,1992,304.5707748
18,325,khulna,1992,302.5511101
21,325,khulna,1992,299.6948491
0,326,khulna,1992,297.6751876
3,326,khulna,1992,294.8189419
6,326,khulna,1992,292.7290804
9,326,khulna,1992,296.1191603
12,326,khulna,1992,303.3107345
15,326,khulna,1992,306.7009196
18,326,khulna,1992,304.3037475
21,326,khulna,1992,300.913606
0,327,khulna,1992,298.5164376
3,327,khulna,1992,295.1263142
6,327,khulna,1992,290.0889244
9,327,khulna,1992,294.0541288
12,327,khulna,1992,302.4657482
15,327,khulna,1992,306.4310756
18,327,khulna,1992,303.627225
21,327,khulna,1992,299.6619486
0,328,khulna,1992,296.8581024
3,328,khulna,1992,292.8928471
6,328,khulna,1992,291.6990146
9,328,khulna,1992,295.331763
12,328,khulna,1992,303.0381242
15,328,khulna,1992,306.6709854
18,328,khulna,1992,304.102219
21,328,khulna,1992,300.4694046
0,329,khulna,1992,297.9006422
3,329,khulna,1992,294.267847
6,329,khulna,1992,293.5895497
9,329,khulna,1992,295.2494027
12,329,khulna,1992,298.7705457
15,329,khulna,1992,300.4304503
18,329,khulna,1992,299.2567454
21,329,khulna,1992,297.5968622
0,330,khulna,1992,296.4231591
3,330,khulna,1992,294.7632848
6,330,khulna,1992,289.9291048
9,330,khulna,1992,293.2293973
12,330,khulna,1992,300.2305003
15,330,khulna,1992,303.5308952
18,330,khulna,1992,301.197213
21,330,khulna,1992,297.8968605
0,331,khulna,1992,295.5631819
3,331,khulna,1992,292.262847
6,331,khulna,1992,288.7789764
9,331,khulna,1992,292.5524726
12,331,khulna,1992,300.5574103
15,331,khulna,1992,304.3310236
18,331,khulna,1992,301.6627325
21,331,khulna,1992,297.8891677
0,332,khulna,1992,295.2208808
3,332,khulna,1992,291.4473361
6,332,khulna,1992,288.7089441
9,332,khulna,1992,292.6013479
12,332,khulna,1992,300.8585313
15,332,khulna,1992,304.7510559
18,332,khulna,1992,301.9986836
21,332,khulna,1992,298.106209
0,333,khulna,1992,295.353841
3,333,khulna,1992,291.4613872
6,333,khulna,1992,289.3189856
9,333,khulna,1992,293.0585082
12,333,khulna,1992,300.9913757
15,333,khulna,1992,304.7310144
18,333,khulna,1992,302.0867465
21,333,khulna,1992,298.3471559
0,334,khulna,1992,295.7028922
3,334,khulna,1992,291.9633215
6,334,khulna,1992,291.0591048
9,334,khulna,1992,294.3593973
12,334,khulna,1992,301.3605003
15,334,khulna,1992,304.6608952
18,334,khulna,1992,302.327213
21,334,khulna,1992,299.0268605
0,335,khulna,1992,296.6931819
3,335,khulna,1992,293.392847
6,335,khulna,1992,293.049428
9,335,khulna,1992,295.1582178
12,335,khulna,1992,299.6317167
15,335,khulna,1992,301.740572
18,335,khulna,1992,300.2494177
21,335,khulna,1992,298.1405895
0,336,khulna,1992,296.6494376
3,336,khulna,1992,294.5406206
6,336,khulna,1992,291.2192292
9,336,khulna,1992,294.0608781
12,336,khulna,1992,300.0890337
15,336,khulna,1992,302.9307708
18,336,khulna,1992,300.9214018
21,336,khulna,1992,298.0797012
0,337,khulna,1992,296.0703353
3,337,khulna,1992,293.2286499
6,337,khulna,1992,289.4091377
9,337,khulna,1992,292.5880959
12,337,khulna,1992,299.3318054
15,337,khulna,1992,302.5108623
18,337,khulna,1992,300.2629772
21,337,khulna,1992,297.0839612
0,338,khulna,1992,294.8360796
3,338,khulna,1992,291.6570806
6,338,khulna,1992,290.2991403
9,338,khulna,1992,293.4683918
12,338,khulna,1992,300.1915099
15,338,khulna,1992,303.3608597
18,338,khulna,1992,301.1198384
21,338,khulna,1992,297.9505293
0,339,khulna,1992,295.7095115
3,339,khulna,1992,292.5402192
6,339,khulna,1992,289.0890534
9,339,khulna,1992,292.5786274
12,339,khulna,1992,299.9812643
15,339,khulna,1992,303.4709466
18,339,khulna,1992,301.0034208
21,339,khulna,1992,297.5137834
0,340,khulna,1992,295.0462615
3,340,khulna,1992,291.5566426
6,340,khulna,1992,291.2191528
9,340,khulna,1992,294.3422973
12,340,khulna,1992,300.9676058
15,340,khulna,1992,304.0908472
18,340,khulna,1992,301.8824288
21,340,khulna,1992,298.7592276
0,341,khulna,1992,296.5508126
3,341,khulna,1992,293.427628
6,341,khulna,1992,287.2789876
9,341,khulna,1992,291.0112301
12,341,khulna,1992,298.928654
15,341,khulna,1992,302.6610124
18,341,khulna,1992,300.0218924
21,341,khulna,1992,296.289582
0,342,khulna,1992,293.650466
3,342,khulna,1992,289.9181755
6,342,khulna,1992,286.5489567
9,342,khulna,1992,290.3952534
12,342,khulna,1992,298.5546272
15,342,khulna,1992,302.4010433
18,342,khulna,1992,299.681274
21,342,khulna,1992,295.8349073
0,343,khulna,1992,293.1151422
3,343,khulna,1992,289.2687959
6,343,khulna,1992,286.7389863
9,343,khulna,1992,290.4760822
12,343,khulna,1992,298.4038018
15,343,khulna,1992,302.1410137
18,343,khulna,1992,299.4984618
21,343,khulna,1992,295.7612979
0,344,khulna,1992,293.1187501
3,344,khulna,1992,289.3816062
6,344,khulna,1992,287.5789955
9,344,khulna,1992,291.2821178
12,344,khulna,1992,299.1377673
15,344,khulna,1992,302.8410045
18,344,khulna,1992,300.2224758
21,344,khulna,1992,296.5192861
0,345,khulna,1992,293.9007615
3,345,khulna,1992,290.1975916
6,345,khulna,1992,288.409037
9,345,khulna,1992,291.9592781
12,345,khulna,1992,299.4906117
15,345,khulna,1992,303.040963
18,345,khulna,1992,300.5305387
21,345,khulna,1992,296.980233
0,346,khulna,1992,294.4698126
3,346,khulna,1992,290.9195259
6,346,khulna,1992,287.338954
9,346,khulna,1992,291.1949575
12,346,khulna,1992,299.3749228
15,346,khulna,1992,303.231046
18,346,khulna,1992,300.5044128
21,346,khulna,1992,296.6483392
0,347,khulna,1992,293.9217103
3,347,khulna,1992,290.0656573
6,347,khulna,1992,285.6588987
9,347,khulna,1992,289.7187438
12,347,khulna,1992,298.3311302
15,347,khulna,1992,302.3911013
18,347,khulna,1992,299.5203289
21,347,khulna,1992,295.46041
0,348,khulna,1992,292.5896422
3,348,khulna,1992,288.5297449
6,348,khulna,1992,284.8088711
9,348,khulna,1992,288.970637
12,348,khulna,1992,297.7992338
15,348,khulna,1992,301.9611289
18,348,khulna,1992,299.018287
21,348,khulna,1992,294.8564454
0,349,khulna,1992,291.9136081
3,349,khulna,1992,287.7517887
6,349,khulna,1992,285.3788671
9,349,khulna,1992,289.5551931
12,349,khulna,1992,298.4146772
15,349,khulna,1992,302.5911329
18,349,khulna,1992,299.6379953
21,349,khulna,1992,295.4615933
0,350,khulna,1992,292.5084604
3,350,khulna,1992,288.3320806
6,350,khulna,1992,284.0987691
9,350,khulna,1992,288.6366712
12,350,khulna,1992,298.2631879
15,350,khulna,1992,302.8012309
18,350,khulna,1992,299.5924179
21,350,khulna,1992,295.0544332
0,351,khulna,1992,291.8456251
3,351,khulna,1992,287.3076646
6,351,khulna,1992,284.0088237
9,351,khulna,1992,288.3453109
12,351,khulna,1992,297.5445545
15,351,khulna,1992,301.8811763
18,351,khulna,1992,298.8147865
21,351,khulna,1992,294.4782204
0,352,khulna,1992,291.4118354
3,352,khulna,1992,287.0752923
6,352,khulna,1992,284.0288
9,352,khulna,1992,288.4526479
12,352,khulna,1992,297.8372148
15,352,khulna,1992,302.2612
18,352,khulna,1992,299.1330363
21,352,khulna,1992,294.7091079
0,353,khulna,1992,291.580949
3,353,khulna,1992,287.1570442
6,353,khulna,1992,283.1287559
9,353,khulna,1992,287.7151918
12,353,khulna,1992,297.4446659
15,353,khulna,1992,302.0312441
18,353,khulna,1992,298.7881122
21,353,khulna,1992,294.2015929
0,354,khulna,1992,290.958466
3,354,khulna,1992,286.3719712
6,354,khulna,1992,284.7888915
9,354,khulna,1992,288.8754301
12,354,khulna,1992,297.544443
15,354,khulna,1992,301.6311085
18,354,khulna,1992,298.7414608
21,354,khulna,1992,294.6548479
0,355,khulna,1992,291.7652047
3,355,khulna,1992,287.6786135
6,355,khulna,1992,285.4789415
9,355,khulna,1992,289.381052
12,355,khulna,1992,297.6588268
15,355,khulna,1992,301.5610585
18,355,khulna,1992,298.8018224
21,355,khulna,1992,294.899641
0,356,khulna,1992,292.1404092
3,356,khulna,1992,288.2382485
6,356,khulna,1992,285.1689
9,356,khulna,1992,289.2238918
12,356,khulna,1992,297.8259824
15,356,khulna,1992,301.8811
18,356,khulna,1992,299.0137595
21,356,khulna,1992,294.9586941
0,357,khulna,1992,292.0913581
3,357,khulna,1992,288.0363142
6,357,khulna,1992,285.5288684
9,357,khulna,1992,289.7003411
12,357,khulna,1992,298.5495294
15,357,khulna,1992,302.7211316
18,357,khulna,1992,299.7714259
21,357,khulna,1992,295.5998774
0,358,khulna,1992,292.6501763
3,358,khulna,1992,288.47865
6,358,khulna,1992,285.0289033
9,358,khulna,1992,289.0717616
12,358,khulna,1992,297.6481129
15,358,khulna,1992,301.6910967
18,358,khulna,1992,298.8323359
21,358,khulna,1992,294.7894041
0,359,khulna,1992,291.9306478
3,359,khulna,1992,287.8877376
6,359,khulna,1992,284.3987513
9,359,khulna,1992,289.002174
12,359,khulna,1992,298.7676832
15,359,khulna,1992,303.3712487
18,359,khulna,1992,300.1161052
21,359,khulna,1992,295.5125988
0,360,khulna,1992,292.2574604
3,360,khulna,1992,287.6539785
6,360,khulna,1992,285.3987934
9,360,khulna,1992,289.8469082
12,360,khulna,1992,299.2829537
15,360,khulna,1992,303.7312066
18,360,khulna,1992,300.5858834
21,360,khulna,1992,296.1376877
0,361,khulna,1992,292.9923694
3,361,khulna,1992,288.5441975
6,361,khulna,1992,286.0289093
9,361,khulna,1992,290.0499274
12,361,khulna,1992,298.5799478
15,361,khulna,1992,302.6010907
18,361,khulna,1992,299.7577735
21,361,khulna,1992,295.7366823
0,362,khulna,1992,292.8933694
3,362,khulna,1992,288.8722996
6,362,khulna,1992,284.9088619
9,362,khulna,1992,289.1046014
12,362,khulna,1992,298.0052684
15,362,khulna,1992,302.2011381
18,362,khulna,1992,299.234273
21,362,khulna,1992,295.0384572
0,363,khulna,1992,292.0715967
3,363,khulna,1992,287.8758033
6,363,khulna,1992,285.6489553
9,363,khulna,1992,289.5001055
12,363,khulna,1992,297.669775
15,363,khulna,1992,301.5210447
18,363,khulna,1992,298.7978434
21,363,khulna,1992,294.9466233
0,364,khulna,1992,292.2234263
3,364,khulna,1992,288.3722266
6,364,khulna,1992,286.9190119
9,364,khulna,1992,290.5614671
12,364,khulna,1992,298.2884198
15,364,khulna,1992,301.9309881
18,364,khulna,1992,299.3553579
21,364,khulna,1992,295.7128365
0,365,khulna,1992,293.1372103
3,365,khulna,1992,289.4947083
6,365,khulna,1992,287.1489896
9,365,khulna,1992,290.873952
12,365,khulna,1992,298.7759323
15,365,khulna,1992,302.5010104
18,365,khulna,1992,299.8670382
21,365,khulna,1992,296.142008
0,366,khulna,1992,293.5080399
3,366,khulna,1992,289.7830295
6,366,khulna,1992,285.0688421
9,366,khulna,1992,289.3373822
12,366,khulna,1992,298.3924853
15,366,khulna,1992,302.6611579
18,366,khulna,1992,299.6428145
21,366,khulna,1992,295.3741968
0,1,khulna,1993,292.3558581
3,1,khulna,1993,288.0872631
6,1,khulna,1993,287.2789692
9,1,khulna,1993,291.0791589
12,1,khulna,1993,299.1407232
15,1,khulna,1993,302.9410308
18,1,khulna,1993,300.2538644
21,1,khulna,1993,296.4536056
0,2,khulna,1993,293.7664433
3,2,khulna,1993,289.9662047
6,2,khulna,1993,285.9988777
9,2,khulna,1993,290.1363767
12,2,khulna,1993,298.9134949
15,2,khulna,1993,303.0511223
18,2,khulna,1993,300.1254398
21,2,khulna,1993,295.9878656
0,3,khulna,1993,293.0621876
3,3,khulna,1993,288.9246354
6,3,khulna,1993,288.91901
9,3,khulna,1993,292.5687452
12,3,khulna,1993,300.3111415
15,3,khulna,1993,303.96099
18,3,khulna,1993,301.380212
21,3,khulna,1993,297.7304105
0,4,khulna,1993,295.1496365
3,4,khulna,1993,291.4998543
6,4,khulna,1993,288.378881
9,4,khulna,1993,292.5042466
12,4,khulna,1993,301.2556254
15,4,khulna,1993,305.381119
18,4,khulna,1993,302.4640163
21,4,khulna,1993,298.3385756
0,5,khulna,1993,295.4214774
3,5,khulna,1993,291.2960587
6,5,khulna,1993,287.9289474
9,5,khulna,1993,291.8092178
12,5,khulna,1993,300.0406618
15,5,khulna,1993,303.9210526
18,5,khulna,1993,301.17726
21,5,khulna,1993,297.2969191
0,6,khulna,1993,294.5531308
3,6,khulna,1993,290.6728106
6,6,khulna,1993,288.4290613
9,6,khulna,1993,291.8895151
12,6,khulna,1993,299.2303775
15,6,khulna,1993,302.6909387
18,6,khulna,1993,300.2440042
21,6,khulna,1993,296.7834876
0,7,khulna,1993,294.3365569
3,7,khulna,1993,290.8760587
6,7,khulna,1993,288.2289876
9,7,khulna,1993,291.9612301
12,7,khulna,1993,299.878654
15,7,khulna,1993,303.6110124
18,7,khulna,1993,300.9718924
21,7,khulna,1993,297.239582
0,8,khulna,1993,294.600466
3,8,khulna,1993,290.8681755
6,8,khulna,1993,291.1390798
9,8,khulna,1993,294.5315863
12,8,khulna,1993,301.7283084
15,8,khulna,1993,305.1209202
18,8,khulna,1993,302.7220322
21,8,khulna,1993,299.329464
0,9,khulna,1993,296.9305796
3,9,khulna,1993,293.5380295
6,9,khulna,1993,290.7990942
9,9,khulna,1993,294.1382137
12,9,khulna,1993,301.2216827
15,9,khulna,1993,304.5609058
18,9,khulna,1993,302.1997685
21,9,khulna,1993,298.8605883
0,10,khulna,1993,296.4994546
3,10,khulna,1993,293.1602923
6,10,khulna,1993,290.4391015
9,10,khulna,1993,293.7515274
12,10,khulna,1993,300.7783698
15,10,khulna,1993,304.0908985
18,10,khulna,1993,301.7486366
21,10,khulna,1993,298.4361504
0,11,khulna,1993,296.0938921
3,11,khulna,1993,292.7814236
6,11,khulna,1993,288.4990324
9,11,khulna,1993,292.0662603
12,11,khulna,1993,299.633629
15,11,khulna,1993,303.2009676
18,11,khulna,1993,300.6785317
21,11,khulna,1993,297.1112389
0,12,khulna,1993,294.5888069
3,12,khulna,1993,291.0215332
6,12,khulna,1993,290.1691291
9,12,khulna,1993,293.3796342
12,12,khulna,1993,300.1902661
15,12,khulna,1993,303.4008709
18,12,khulna,1993,301.1306785
21,12,khulna,1993,297.920115
0,13,khulna,1993,295.6499262
3,13,khulna,1993,292.4393798
6,13,khulna,1993,289.509085
9,13,khulna,1993,292.8821781
12,13,khulna,1993,300.0377172
15,13,khulna,1993,303.410915
18,13,khulna,1993,301.0257545
21,13,khulna,1993,297.6526001
0,14,khulna,1993,295.2674433
3,14,khulna,1993,291.8943069
6,14,khulna,1993,284.1389343
9,14,khulna,1993,288.0677383
12,14,khulna,1993,296.4021397
15,14,khulna,1993,300.3310657
18,14,khulna,1993,297.5529543
21,14,khulna,1993,293.6240788
0,15,khulna,1993,290.8459717
3,15,khulna,1993,286.9171171
6,15,khulna,1993,285.8990034
9,15,khulna,1993,289.5730055
12,15,khulna,1993,297.3668805
15,15,khulna,1993,301.0409966
18,15,khulna,1993,298.4430592
21,15,khulna,1993,294.7689903
0,16,khulna,1993,292.1710569
3,16,khulna,1993,288.4970076
6,16,khulna,1993,284.6789474
9,16,khulna,1993,288.5592178
12,16,khulna,1993,296.7906618
15,16,khulna,1993,300.6710526
18,16,khulna,1993,297.92726
21,16,khulna,1993,294.0469191
0,17,khulna,1993,291.3031308
3,17,khulna,1993,287.4228106
6,17,khulna,1993,286.0689599
9,17,khulna,1993,289.9031233
12,17,khulna,1993,298.0367577
15,17,khulna,1993,301.8710401
18,17,khulna,1993,299.1598504
21,17,khulna,1993,295.3256174
0,18,khulna,1993,292.6144319
3,18,khulna,1993,288.7802193
6,18,khulna,1993,287.0589744
9,18,khulna,1993,290.8397507
12,18,khulna,1993,298.860132
15,18,khulna,1993,302.6410256
18,18,khulna,1993,299.9675867
21,18,khulna,1993,296.1867417
0,19,khulna,1993,293.5133069
3,19,khulna,1993,289.7324821
6,19,khulna,1993,282.6488099
9,19,khulna,1993,287.0362575
12,19,khulna,1993,296.3436063
15,19,khulna,1993,300.7311901
18,19,khulna,1993,297.6287655
21,19,khulna,1993,293.2412381
0,20,khulna,1993,290.1388183
3,20,khulna,1993,285.7513142
6,20,khulna,1993,282.5788777
9,20,khulna,1993,286.7163767
12,20,khulna,1993,295.4934949
15,20,khulna,1993,299.6311223
18,20,khulna,1993,296.7054398
21,20,khulna,1993,292.5678656
0,21,khulna,1993,289.6421876
3,21,khulna,1993,285.5046354
6,21,khulna,1993,283.418933
9,21,khulna,1993,287.3525904
12,21,khulna,1993,295.6972875
15,21,khulna,1993,299.631067
18,21,khulna,1993,296.8495237
21,21,khulna,1993,292.9157948
0,22,khulna,1993,290.1342558
3,22,khulna,1993,286.2005478
6,22,khulna,1993,283.7088684
9,22,khulna,1993,287.8803411
12,22,khulna,1993,296.7295294
15,22,khulna,1993,300.9011316
18,22,khulna,1993,297.9514259
21,22,khulna,1993,293.7798774
0,23,khulna,1993,290.8301763
3,23,khulna,1993,286.65865
6,23,khulna,1993,284.0689428
9,23,khulna,1993,287.9662
12,23,khulna,1993,296.233679
15,23,khulna,1993,300.1310572
18,23,khulna,1993,297.375253
21,23,khulna,1993,293.477925
0,24,khulna,1993,290.7221251
3,24,khulna,1993,286.8248179
6,24,khulna,1993,283.8289191
9,24,khulna,1993,287.813537
12,24,khulna,1993,296.2663393
15,24,khulna,1993,300.2510809
18,24,khulna,1993,297.4335028
21,24,khulna,1993,293.4488125
0,25,khulna,1993,290.6312388
3,25,khulna,1993,286.6465697
6,25,khulna,1993,282.4188329
9,25,khulna,1993,286.7213466
12,25,khulna,1993,295.8485199
15,25,khulna,1993,300.1511671
18,25,khulna,1993,297.1088005
21,25,khulna,1993,292.8062086
0,26,khulna,1993,289.7638467
3,26,khulna,1993,285.4612777
6,26,khulna,1993,282.8688026
9,26,khulna,1993,287.2829438
12,26,khulna,1993,296.6469192
15,26,khulna,1993,301.0611974
18,26,khulna,1993,297.9398974
21,26,khulna,1993,293.5256759
0,27,khulna,1993,290.4043808
3,27,khulna,1993,285.9901829
6,27,khulna,1993,284.5288724
9,27,khulna,1993,288.6857849
12,27,khulna,1993,297.5040861
15,27,khulna,1993,301.6611276
18,27,khulna,1993,298.7217176
21,27,khulna,1993,294.5647295
0,28,khulna,1993,291.625324
3,28,khulna,1993,287.468358
6,28,khulna,1993,283.2687816
9,28,khulna,1993,287.7605767
12,28,khulna,1993,297.2892839
15,28,khulna,1993,301.7812184
18,28,khulna,1993,298.6050083
21,28,khulna,1993,294.1131315
0,29,khulna,1993,290.9369263
3,29,khulna,1993,286.4450734
6,29,khulna,1993,284.1687072
9,29,khulna,1993,288.9347178
12,29,khulna,1993,299.0451343
15,29,khulna,1993,303.8112928
18,29,khulna,1993,300.4411811
21,29,khulna,1993,295.6750839
0,30,khulna,1993,292.3049774
3,30,khulna,1993,287.5389055
6,30,khulna,1993,288.3289876
9,30,khulna,1993,292.0612301
12,30,khulna,1993,299.978654
15,30,khulna,1993,303.7110124
18,30,khulna,1993,301.0718924
21,30,khulna,1993,297.339582
0,31,khulna,1993,294.700466
3,31,khulna,1993,290.9681755
6,31,khulna,1993,289.7291008
9,31,khulna,1993,293.0439534
12,31,khulna,1993,300.0759437
15,31,khulna,1993,303.3908992
18,31,khulna,1993,301.0469213
21,31,khulna,1993,297.7320084
0,32,khulna,1993,295.3880342
3,32,khulna,1993,292.073139
6,32,khulna,1993,288.9089948
9,32,khulna,1993,292.6145438
12,32,khulna,1993,300.4753412
15,32,khulna,1993,304.1810052
18,32,khulna,1993,301.5607605
21,32,khulna,1993,297.8551441
0,33,khulna,1993,295.2349035
3,33,khulna,1993,291.5293069
6,33,khulna,1993,287.758954
9,33,khulna,1993,291.6149575
12,33,khulna,1993,299.7949228
15,33,khulna,1993,303.651046
18,33,khulna,1993,300.9244128
21,33,khulna,1993,297.0683392
0,34,khulna,1993,294.3417103
3,34,khulna,1993,290.4856573
6,34,khulna,1993,286.8488395
9,34,khulna,1993,291.1270863
12,34,khulna,1993,300.2027809
15,34,khulna,1993,304.4811605
18,34,khulna,1993,301.4559533
21,34,khulna,1993,297.1776287
0,35,khulna,1993,294.1524263
3,35,khulna,1993,289.8741245
6,35,khulna,1993,287.1088408
9,35,khulna,1993,291.3822342
12,35,khulna,1993,300.4476331
15,35,khulna,1993,304.7211592
18,35,khulna,1993,301.6993839
21,35,khulna,1993,297.4259128
0,36,khulna,1993,294.4041422
3,36,khulna,1993,290.1306938
6,36,khulna,1993,287.128829
9,36,khulna,1993,291.4459027
12,36,khulna,1993,300.6039633
15,36,khulna,1993,304.921171
18,36,khulna,1993,301.8685088
21,36,khulna,1993,297.5513565
0,37,khulna,1993,294.498699
3,37,khulna,1993,290.1815697
6,37,khulna,1993,287.4188059
9,37,khulna,1993,291.8208137
12,37,khulna,1993,301.1590497
15,37,khulna,1993,305.5611941
18,37,khulna,1993,302.4484738
21,37,khulna,1993,298.046386
0,38,khulna,1993,294.9336706
3,38,khulna,1993,290.5316062
6,38,khulna,1993,287.3487506
9,38,khulna,1993,291.9546
12,38,khulna,1993,301.7252571
15,38,khulna,1993,306.3312494
18,38,khulna,1993,303.0743899
21,38,khulna,1993,298.4684568
0,39,khulna,1993,295.2116024
3,39,khulna,1993,290.6056938
6,39,khulna,1993,287.2887309
9,39,khulna,1993,291.9673808
12,39,khulna,1993,301.892474
15,39,khulna,1993,306.5712691
18,39,khulna,1993,303.2629314
21,39,khulna,1993,298.5841964
0,40,khulna,1993,295.2758638
3,40,khulna,1993,290.5971537
6,40,khulna,1993,289.7189014
9,40,khulna,1993,293.7690397
12,40,khulna,1993,302.3608346
15,40,khulna,1993,306.4110986
18,40,khulna,1993,303.5471901
21,40,khulna,1993,299.4969781
0,41,khulna,1993,296.633074
3,41,khulna,1993,292.5828836
6,41,khulna,1993,290.1189672
9,41,khulna,1993,293.926437
12,41,khulna,1993,302.0034448
15,41,khulna,1993,305.8110328
18,41,khulna,1993,303.1187185
21,41,khulna,1993,299.3111795
0,42,khulna,1993,296.6188694
3,42,khulna,1993,292.8113507
6,42,khulna,1993,289.1689284
9,42,khulna,1993,293.1195726
12,42,khulna,1993,301.5003048
15,42,khulna,1993,305.4510716
18,42,khulna,1993,302.6575167
21,42,khulna,1993,298.7068007
0,43,khulna,1993,295.9132501
3,43,khulna,1993,291.9625551
6,43,khulna,1993,290.0289027
9,43,khulna,1993,294.0741877
12,43,khulna,1993,302.6556868
15,43,khulna,1993,306.7010973
18,43,khulna,1993,303.8406206
21,43,khulna,1993,299.7952621
0,44,khulna,1993,296.9347899
3,44,khulna,1993,292.8894529
6,44,khulna,1993,291.3088869
9,44,khulna,1993,295.4124123
12,44,khulna,1993,304.1174603
15,44,khulna,1993,308.2211131
18,44,khulna,1993,305.3194538
21,44,khulna,1993,301.2158538
0,45,khulna,1993,298.314199
3,45,khulna,1993,294.2106208
6,45,khulna,1993,292.0088546
9,45,khulna,1993,296.2312877
12,45,khulna,1993,305.1885813
15,45,khulna,1993,309.4111454
18,45,khulna,1993,306.4254049
21,45,khulna,1993,302.2028951
0,46,khulna,1993,299.2171592
3,46,khulna,1993,294.9946719
6,46,khulna,1993,291.3388217
9,46,khulna,1993,295.682589
12,46,khulna,1993,304.8972761
15,46,khulna,1993,309.2411783
18,46,khulna,1993,306.1696406
21,46,khulna,1993,301.8257944
0,47,khulna,1993,298.7542615
3,47,khulna,1993,294.4104383
6,47,khulna,1993,291.1287585
9,47,khulna,1993,295.7054877
12,47,khulna,1993,305.4143703
15,47,khulna,1993,309.9912415
18,47,khulna,1993,306.7549733
21,47,khulna,1993,302.178161
0,48,khulna,1993,298.9418979
3,48,khulna,1993,294.3651099
6,48,khulna,1993,293.3288434
9,48,khulna,1993,297.5925301
12,48,khulna,1993,306.6373375
15,48,khulna,1993,310.9011566
18,48,khulna,1993,307.886245
21,48,khulna,1993,303.6224808
0,49,khulna,1993,300.607574
3,49,khulna,1993,296.3438325
6,49,khulna,1993,295.0490876
9,49,khulna,1993,298.412474
12,49,khulna,1993,305.5474216
15,49,khulna,1993,308.9109124
18,49,khulna,1993,306.5326156
21,49,khulna,1993,303.1691681
0,50,khulna,1993,300.7908751
3,50,khulna,1993,297.4274455
6,50,khulna,1993,295.2390817
9,50,khulna,1993,298.6243082
12,50,khulna,1993,305.8055867
15,50,khulna,1993,309.1909183
18,50,khulna,1993,306.797178
21,50,khulna,1993,303.41189
0,51,khulna,1993,301.0181535
3,51,khulna,1993,297.6328835
6,51,khulna,1993,295.4091982
9,51,khulna,1993,298.3649014
12,51,khulna,1993,304.6350069
15,51,khulna,1993,307.5908018
18,51,khulna,1993,305.5007834
21,51,khulna,1993,302.5450265
0,52,khulna,1993,300.4550115
3,52,khulna,1993,297.4992703
6,52,khulna,1993,293.0691936
9,52,khulna,1993,296.0418836
12,52,khulna,1993,302.3480242
15,52,khulna,1993,305.3208064
18,52,khulna,1993,303.2187764
21,52,khulna,1993,300.2460324
0,53,khulna,1993,298.1440058
3,53,khulna,1993,295.1712776
6,53,khulna,1993,290.5392693
9,53,khulna,1993,293.2328904
12,53,khulna,1993,298.947026
15,53,khulna,1993,301.6407307
18,53,khulna,1993,299.7360341
21,53,khulna,1993,297.0423641
0,54,khulna,1993,295.1376705
3,54,khulna,1993,292.4440148
6,54,khulna,1993,284.7788138
9,54,khulna,1993,289.1517014
12,54,khulna,1993,298.4281629
15,54,khulna,1993,302.8011862
18,54,khulna,1993,299.7090572
21,54,khulna,1993,295.3360902
0,55,khulna,1993,292.243966
3,55,khulna,1993,287.8710223
6,55,khulna,1993,286.4188652
9,55,khulna,1993,290.6024712
12,55,khulna,1993,299.4773989
15,55,khulna,1993,303.6611348
18,55,khulna,1993,300.7028494
21,55,khulna,1993,296.5191673
0,56,khulna,1993,293.5608865
3,56,khulna,1993,289.3772266
